20200101;12000
20200102;12000
20200103;12000
20200104;12000
20200105;12000
20200106;12000
20200107;12000
20200108;12000
20200109;12000
20200110;12000
20200111;12000
20200112;12000
20200113;12000
20200114;12000
20200115;12000
20200116;12000
20200117;12000
20200118;12000
20200119;12000
20200120;12000
20200121;12000
20200122;12000
20200123;12000
20200124;12000
20200125;12000
20200126;12000
20200127;12000
20200128;12000
20200129;12000
20200130;12000
20200131;12000
20200201;12000
20200202;12000
20200203;12000
20200204;12000
20200205;12000
20200206;12000
20200207;12000
20200208;12000
20200209;12000
20200210;12000
20200211;12000
20200212;12000
20200213;12000
20200214;12000
20200215;12000
20200216;12000
20200217;12000
20200218;12000
20200219;12000
20200220;12000
20200221;12000
20200222;12000
20200223;12000
20200224;12000
20200225;12000
20200226;12000
20200227;12000
20200228;12000
20200229;12000
20200230;12000
20200231;12000
20200301;12000
20200302;12000
20200303;12000
20200304;12000
20200305;12000
20200306;12000
20200307;12000
20200308;12000
20200309;12000
20200310;12000
20200311;12000
20200312;12000
20200313;12000
20200314;12000
20200315;12000
20200316;12000
20200317;12000
20200318;12000
20200319;12000
20200320;12000
20200321;12000
20200322;12000
20200323;12000
20200324;12000
20200325;12000
20200326;12000
20200327;12000
20200328;12000
20200329;12000
20200330;12000
20200331;12000
20200401;12000
20200402;12000
20200403;12000
20200404;12000
20200405;12000
20200406;12000
20200407;12000
20200408;12000
20200409;12000
20200410;12000
20200411;12000
20200412;12000
20200413;12000
20200414;12000
20200415;12000
20200416;12000
20200417;12000
20200418;12000
20200419;12000
20200420;12000
20200421;12000
20200422;12000
20200423;12000
20200424;12000
20200425;12000
20200426;12000
20200427;12000
20200428;12000
20200429;12000
20200430;12000
20200431;12000
20200501;12000
20200502;12000
20200503;12000
20200504;12000
20200505;12000
20200506;12000
20200507;12000
20200508;12000
20200509;12000
20200510;12000
20200511;12000
20200512;12000
20200513;12000
20200514;12000
20200515;12000
20200516;12000
20200517;12000
20200518;12000
20200519;12000
20200520;12000
20200521;12000
20200522;12000
20200523;12000
20200524;12000
20200525;12000
20200526;12000
20200527;12000
20200528;12000
20200529;12000
20200530;12000
20200531;12000
20200601;12000
20200602;12000
20200603;12000
20200604;12000
20200605;12000
20200606;12000
20200607;12000
20200608;12000
20200609;12000
20200610;12000
20200611;12000
20200612;12000
20200613;12000
20200614;12000
20200615;12000
20200616;12000
20200617;12000
20200618;12000
20200619;12000
20200620;12000
20200621;12000
20200622;12000
20200623;12000
20200624;12000
20200625;12000
20200626;12000
20200627;12000
20200628;12000
20200629;12000
20200630;12000
20200631;12000
20200701;12000
20200702;12000
20200703;12000
20200704;12000
20200705;12000
20200706;12000
20200707;12000
20200708;12000
20200709;12000
20200710;12000
20200711;12000
20200712;12000
20200713;12000
20200714;12000
20200715;12000
20200716;12000
20200717;12000
20200718;12000
20200719;12000
20200720;12000
20200721;12000
20200722;12000
20200723;12000
20200724;12000
20200725;12000
20200726;12000
20200727;12000
20200728;12000
20200729;12000
20200730;12000
20200731;12000
20200801;12000
20200802;12000
20200803;12000
20200804;12000
20200805;12000
20200806;12000
20200807;12000
20200808;12000
20200809;12000
20200810;12000
20200811;12000
20200812;12000
20200813;12000
20200814;12000
20200815;12000
20200816;12000
20200817;12000
20200818;12000
20200819;12000
20200820;12000
20200821;12000
20200822;12000
20200823;12000
20200824;12000
20200825;12000
20200826;12000
20200827;12000
20200828;12000
20200829;12000
20200830;12000
20200831;12000
20200901;12000
20200902;12000
20200903;12000
20200904;12000
20200905;12000
20200906;12000
20200907;12000
20200908;12000
20200909;12000
20200910;12000
20200911;12000
20200912;12000
20200913;12000
20200914;12000
20200915;12000
20200916;12000
20200917;12000
20200918;12000
20200919;12000
20200920;12000
20200921;12000
20200922;12000
20200923;12000
20200924;12000
20200925;12000
20200926;12000
20200927;12000
20200928;12000
20200929;12000
20200930;12000
20200931;12000
20201001;12000
20201002;12000
20201003;12000
20201004;12000
20201005;12000
20201006;12000
20201007;12000
20201008;12000
20201009;12000
20201010;12000
20201011;12000
20201012;12000
20201013;12000
20201014;12000
20201015;12000
20201016;12000
20201017;12000
20201018;12000
20201019;12000
20201020;12000
20201021;12000
20201022;12000
20201023;12000
20201024;12000
20201025;12000
20201026;12000
20201027;12000
20201028;12000
20201029;12000
20201030;12000
20201031;12000
20201101;12000
20201102;12000
20201103;12000
20201104;12000
20201105;12000
20201106;12000
20201107;12000
20201108;12000
20201109;12000
20201110;12000
20201111;12000
20201112;12000
20201113;12000
20201114;12000
20201115;12000
20201116;12000
20201117;12000
20201118;12000
20201119;12000
20201120;12000
20201121;12000
20201122;12000
20201123;12000
20201124;12000
20201125;12000
20201126;12000
20201127;12000
20201128;12000
20201129;12000
20201130;12000
20201131;12000
20201201;12000
20201202;12000
20201203;12000
20201204;12000
20201205;12000
20201206;12000
20201207;12000
20201208;12000
20201209;12000
20201210;12000
20201211;12000
20201212;12000
20201213;12000
20201214;12000
20201215;12000
20201216;12000
20201217;12000
20201218;12000
20201219;12000
20201220;12000
20201221;12000
20201222;12000
20201223;12000
20201224;12000
20201225;12000
20201226;12000
20201227;12000
20201228;12000
20201229;12000
20201230;12000
20201231;12000
20200101;12000
20200102;12000
20200103;12000
20200104;12000
20200105;12000
20200106;12000
20200107;12000
20200108;12000
20200109;12000
20200110;12000
20200111;12000
20200112;12000
20200113;12000
20200114;12000
20200115;12000
20200116;12000
20200117;12000
20200118;12000
20200119;12000
20200120;12000
20200121;12000
20200122;12000
20200123;12000
20200124;12000
20200125;12000
20200126;12000
20200127;12000
20200128;12000
20200129;12000
20200130;12000
20200131;12000
20200201;12000
20200202;12000
20200203;12000
20200204;12000
20200205;12000
20200206;12000
20200207;12000
20200208;12000
20200209;12000
20200210;12000
20200211;12000
20200212;12000
20200213;12000
20200214;12000
20200215;12000
20200216;12000
20200217;12000
20200218;12000
20200219;12000
20200220;12000
20200221;12000
20200222;12000
20200223;12000
20200224;12000
20200225;12000
20200226;12000
20200227;12000
20200228;12000
20200229;12000
20200230;12000
20200231;12000
20200301;12000
20200302;12000
20200303;12000
20200304;12000
20200305;12000
20200306;12000
20200307;12000
20200308;12000
20200309;12000
20200310;12000
20200311;12000
20200312;12000
20200313;12000
20200314;12000
20200315;12000
20200316;12000
20200317;12000
20200318;12000
20200319;12000
20200320;12000
20200321;12000
20200322;12000
20200323;12000
20200324;12000
